Date,Av­er­age views per view­er,Unique view­ers,Im­pres­sions click-through rate (%),Im­pres­sions,Com­ments ad­ded,Shares,Likes (vs. dis­likes) (%),Dis­likes,Sub­scribers lost,Sub­scribers gained,Likes,Av­er­age per­cent­age viewed (%),Videos pub­lished,Videos ad­ded,Sub­scribers,Views,Watch time (hours),Av­er­age view dur­a­tion,Your es­tim­ated rev­en­ue (USD)
2019-07-27,1.3281,896,6.02,15393,2,3,95.83,1,8,14,23,28.41,0,0,6,1190,49.0016,0:02:28,0.77
2019-07-28,1.359,1064,6.9,16445,0,5,100,0,8,14,30,26.5,0,0,6,1446,55.7753,0:02:18,0.71
2019-07-29,1.3605,799,6.67,13293,2,5,100,0,7,16,14,25.37,0,0,9,1087,38.5667,0:02:07,0.468
2019-07-30,1.2956,778,6.73,12728,1,9,100,0,9,20,24,26.27,0,0,11,1008,35.6503,0:02:07,0.367
2019-07-31,1.3635,751,6.56,12642,3,2,94.74,1,6,16,18,25.33,0,0,10,1024,34.9625,0:02:02,0.531
2019-08-01,1.3512,766,6.71,12533,1,1,100,0,6,8,21,22.9,0,0,2,1035,31.6414,0:01:50,0.191
2019-08-02,1.3201,703,5.74,12350,2,3,100,0,9,14,18,21.9,0,0,5,928,26.7583,0:01:43,0.33
2019-08-03,1.3187,659,5.81,11913,0,3,100,0,6,10,13,22.91,0,0,4,869,26.3142,0:01:49,0.272
2019-08-04,1.3438,637,6.03,11313,1,0,95.24,1,11,13,20,25.21,0,0,2,856,26.5513,0:01:51,0.168
2019-08-05,1.2533,600,5.89,10635,1,5,100,0,7,9,13,22.77,0,0,2,752,20.2973,0:01:37,0.19
2019-08-06,1.3046,591,5.83,10965,0,1,100,0,4,8,20,23.85,0,0,4,771,24.0447,0:01:52,0.316
2019-08-07,1.3707,704,6.71,11766,4,1,94.12,1,11,13,16,23.58,0,0,2,965,29.758,0:01:51,0.293
2019-08-08,1.4052,612,6.49,10686,0,1,100,0,8,9,13,22.42,0,0,1,860,26.2586,0:01:49,0.271
2019-08-09,1.2731,681,6.59,11110,0,3,95.65,1,12,9,22,23.77,0,0,-3,867,24.9948,0:01:43,0.226
2019-08-10,1.3365,639,5.9,11428,3,1,100,0,6,11,18,23.21,0,0,5,854,26.2725,0:01:50,0.332
2019-08-11,1.3313,667,6.05,12241,0,3,100,0,8,13,20,24.05,0,0,5,888,28.2848,0:01:54,0.262
2019-08-12,1.4238,623,6.12,11124,1,1,95.83,1,10,15,23,25.71,0,0,5,887,32.304,0:02:11,0.277
2019-08-13,1.3664,565,6.02,10509,2,2,100,0,5,12,18,26.98,0,0,7,772,28.5004,0:02:12,0.254
2019-08-14,1.3533,518,5.28,10382,4,1,91.67,2,6,7,22,23.22,0,0,1,701,22.3024,0:01:54,0.452
2019-08-15,1.3039,533,5.43,10188,2,5,100,0,1,14,12,24.08,0,0,13,695,22.062,0:01:54,0.169
2019-08-16,1.4216,593,5.97,11381,2,3,81.25,3,12,12,13,22.82,0,0,0,843,26.2506,0:01:52,0.299
2019-08-17,1.3439,567,5.66,10920,0,6,94.44,1,6,11,17,22.55,0,0,5,762,23.0219,0:01:48,0.21
2019-08-18,1.4595,555,6.27,10827,3,0,93.33,1,4,20,14,22.5,0,0,16,810,25.4453,0:01:53,0.191
2019-08-19,1.4007,549,6.12,10114,2,3,100,0,11,5,24,23.77,0,0,-6,769,25.0584,0:01:57,0.201
2019-08-20,1.3817,545,6.42,9651,1,3,100,0,1,7,11,22.37,0,0,6,753,22.6649,0:01:48,0.205
2019-08-21,1.4708,497,6.77,8917,2,1,84.62,2,10,12,11,27.25,0,0,2,731,27.6869,0:02:16,0.201
2019-08-22,1.4392,469,5.74,9253,1,3,100,0,8,15,19,26.23,0,0,7,675,24.9416,0:02:13,0.192
2019-08-23,1.3992,501,6.03,9509,2,0,100,0,10,18,10,27.66,0,0,8,701,26.2071,0:02:14,0.219
2019-08-24,1.3779,606,6,11193,6,5,95,1,12,21,19,24.57,0,0,9,835,27.6116,0:01:59,0.228
2019-08-25,1.434,523,6.19,9424,0,2,100,0,11,13,12,23.74,0,0,2,750,23.9806,0:01:55,0.505
2019-08-26,1.4208,530,6.85,9063,1,0,100,0,8,14,12,23.94,0,0,6,753,24.3987,0:01:56,0.2
2019-08-27,1.3305,472,5.84,8671,0,11,100,0,6,5,11,21.82,0,0,-1,628,18.4861,0:01:45,0.261
2019-08-28,1.369,458,6.08,8407,0,1,92.31,1,1,13,12,23.29,0,0,12,627,19.4459,0:01:51,0.287
2019-08-29,1.3494,581,6.94,9386,1,3,100,0,7,13,20,24.88,0,0,6,784,25.4375,0:01:56,0.299
2019-08-30,1.3275,510,5.98,9164,1,6,90.91,1,14,10,10,23.34,0,0,-4,677,21.3459,0:01:53,0.227
2019-08-31,1.3193,595,6.58,9885,0,2,81.25,3,11,13,13,25.97,0,0,2,785,25.4699,0:01:56,0.355
2019-09-01,1.4438,552,6.62,9894,3,1,100,0,4,6,11,23.38,0,0,2,797,24.8031,0:01:52,0.305
2019-09-02,1.3105,512,6.02,9224,2,1,100,0,7,6,14,27.46,0,0,-1,671,24.108,0:02:09,0.324
2019-09-03,1.3996,538,6.27,9094,0,3,92.86,1,5,9,13,20.62,0,0,4,753,19.7552,0:01:34,0.21
2019-09-04,1.3789,475,6.3,8768,2,3,93.75,1,5,4,15,26.26,0,0,-1,655,23.2315,0:02:07,0.166
2019-09-05,1.3287,499,6.26,8624,0,1,100,0,7,7,9,24.82,0,0,0,663,22.4872,0:02:02,0.428
2019-09-06,1.3026,499,5.83,8940,1,1,87.5,2,2,13,14,24.09,0,0,11,650,20.6413,0:01:54,0.17
2019-09-07,1.4178,596,6.73,9363,0,6,91.67,1,7,10,11,23.15,0,0,3,845,27.145,0:01:55,0.325
2019-09-08,1.4922,510,6.3,8848,2,1,100,0,8,15,5,24.84,0,0,7,761,27.1849,0:02:08,0.444
2019-09-09,1.2457,586,6.81,8639,2,3,100,0,5,11,14,24.07,0,0,6,730,21.6601,0:01:46,0.253
2019-09-10,1.3506,579,6.43,9896,0,3,94.44,1,11,13,17,23.8,0,0,2,782,24.0128,0:01:50,0.216
2019-09-11,1.4689,418,6.11,8424,0,0,100,0,4,11,7,21.82,0,0,7,614,19.4686,0:01:54,0.219
2019-09-12,1.3798,495,6.26,8701,2,0,100,0,12,9,14,24.55,0,0,-3,683,22.9765,0:02:01,0.214
2019-09-13,1.3685,502,5.92,9441,2,2,100,0,6,11,11,23.42,0,0,5,687,21.5523,0:01:52,0.207
2019-09-14,1.3687,499,6.11,9444,0,4,100,0,7,15,12,24.39,0,0,8,683,22.2954,0:01:57,0.138
2019-09-15,1.3838,727,7.27,11649,4,0,100,0,8,9,23,22.72,0,0,1,1006,29.3547,0:01:45,0.25
2019-09-16,1.3441,648,6.61,10560,1,0,100,0,7,12,22,24.61,0,0,5,871,27.4697,0:01:53,0.263
2019-09-17,1.3483,603,6.5,10603,1,5,100,0,9,12,7,26.92,0,0,3,813,28.1302,0:02:04,0.361
2019-09-18,1.3459,503,6.49,8567,1,3,88.24,2,10,6,15,22.29,0,0,-4,677,20.7882,0:01:50,0.278
2019-09-19,1.41,461,6.1,8472,1,0,95.24,1,9,13,20,23.12,0,0,4,650,21.8799,0:02:01,0.298
2019-09-20,1.3792,501,6.35,9195,0,0,100,0,9,18,8,24.8,0,0,9,691,24.0417,0:02:05,0.38
2019-09-21,1.4414,478,6.27,8913,1,1,116.67,-1,11,12,7,23.85,0,0,1,689,22.7343,0:01:58,0.359
2019-09-22,1.4879,455,5.96,8965,2,1,100,0,5,10,11,22.62,0,0,5,677,22.7633,0:02:01,0.367
2019-09-23,1.3782,714,6.43,10147,24,4,100,0,12,10,80,33.62,1,1,-2,984,51.7989,0:03:09,0.989
2019-09-24,1.3243,1742,6.44,24890,35,5,99.45,1,14,13,180,37.38,0,0,-1,2307,142.6535,0:03:42,1.943
2019-09-25,1.4527,1765,5.97,31918,9,4,98.25,2,6,33,112,33.76,0,0,27,2564,142.9228,0:03:20,2.048
2019-09-26,1.4332,1699,5.86,31100,10,1,98.04,2,2,36,100,30.99,0,0,34,2435,124.9531,0:03:04,1.772
2019-09-27,1.4864,1065,5.88,19982,8,0,98.31,1,10,25,58,29.87,0,0,15,1583,77.8884,0:02:57,0.887
2019-09-28,1.4239,802,5.53,15361,2,3,90.48,2,9,14,19,27.17,0,0,5,1142,48.4669,0:02:32,0.712
2019-09-29,1.3601,722,5.72,13749,1,2,100,0,7,12,27,26.95,0,0,5,982,40.4794,0:02:28,0.374
2019-09-30,1.4848,755,5.61,15571,6,5,94.87,2,5,20,37,29.28,0,0,15,1121,51.1597,0:02:44,0.459
2019-10-01,1.3476,2624,8.22,31161,56,3,99.4,2,21,24,330,38.15,1,1,3,3536,167.9446,0:02:50,2.486
2019-10-02,1.4125,3544,7.72,50073,24,5,97.63,6,14,43,247,32.1,0,0,29,5006,199.6118,0:02:23,2.628
2019-10-03,1.4863,1602,6.7,27463,3,1,98.81,1,4,30,83,32.8,0,0,26,2381,105.711,0:02:39,1.206
2019-10-04,1.3526,1503,6.43,24711,2,5,97.3,2,6,20,72,29.98,0,0,14,2033,81.542,0:02:24,1.126
2019-10-05,1.396,1361,6.57,22311,0,1,100,0,8,28,63,29.28,0,0,20,1900,72.5484,0:02:17,0.799
2019-10-06,1.4129,838,6.04,14973,8,2,93.94,2,3,12,31,28.27,0,0,9,1184,46.1652,0:02:20,0.534
2019-10-07,1.4237,786,6.76,13439,2,2,100,0,3,13,23,28.5,0,0,10,1119,43.4172,0:02:19,0.433
2019-10-08,1.5132,721,6.39,13192,0,3,92.86,1,4,15,13,25.78,0,0,11,1091,39.3224,0:02:09,0.373
2019-10-09,1.3106,1262,6.39,17945,30,4,99.24,1,13,14,131,23.72,1,1,1,1654,60.0507,0:02:10,1.065
2019-10-10,1.4228,596,6.09,10832,5,2,95.83,1,8,7,23,26.42,0,0,-1,848,31.3549,0:02:13,0.483
2019-10-11,1.4845,483,6.17,9234,1,1,94.44,1,10,8,17,27.12,0,0,-2,717,27.5753,0:02:18,0.313
2019-10-12,1.4717,513,6.35,9064,4,3,94.12,1,5,15,16,26.17,0,0,10,755,28.6968,0:02:16,0.997
2019-10-13,1.5032,467,6.47,8871,1,3,93.33,1,5,3,14,23.65,0,0,-2,702,23.4565,0:02:00,0.329
2019-10-14,1.648,446,6.54,8777,6,3,100,0,8,9,14,22.4,0,0,1,735,23.389,0:01:54,0.443
2019-10-15,1.3605,491,6.27,8369,1,1,100,0,7,10,17,24.32,0,0,3,668,22.0998,0:01:59,0.296
2019-10-16,1.3913,460,5.98,8442,2,2,96.15,1,6,14,25,26.42,0,0,8,640,22.3195,0:02:05,0.287
2019-10-17,1.3817,372,5.23,8223,0,2,100,0,3,9,3,26.83,0,0,6,514,19.1046,0:02:13,0.342
2019-10-18,1.4867,415,6.02,7974,5,2,57.14,3,3,7,4,22.85,0,0,4,617,19.5238,0:01:53,0.289
2019-10-19,1.3979,475,6.38,8688,1,0,100,0,6,12,13,24,0,0,6,664,21.5379,0:01:56,0.295
2019-10-20,1.6156,398,5.81,8277,1,0,100,0,2,4,7,23.33,0,0,2,643,21.403,0:01:59,0.241
2019-10-21,1.5634,355,6.01,7089,1,2,,1,12,13,-1,25.91,0,0,1,555,20.2166,0:02:11,0.186
2019-10-22,1.4653,389,6.21,7718,2,0,95.83,1,3,11,23,25.45,0,0,8,570,20.4368,0:02:09,0.168
2019-10-23,1.61,482,6.2,9400,2,0,94.44,1,4,13,17,24.47,0,0,9,776,27.1123,0:02:05,0.319
2019-10-24,1.5152,394,5.82,8363,3,1,75,1,4,6,3,27.83,0,0,2,597,23.3236,0:02:20,0.216
2019-10-25,1.6747,458,6.47,9801,1,0,92.31,1,6,12,12,23.49,0,0,6,767,24.7843,0:01:56,0.246
2019-10-26,1.4563,423,6.33,8166,0,1,100,0,6,9,15,24.73,0,0,3,616,22.0605,0:02:08,0.242
2019-10-27,1.3821,369,6.25,7020,1,1,100,0,6,6,8,27.24,0,0,0,510,18.4299,0:02:10,0.155
2019-10-28,1.4548,431,6.07,8472,1,2,92.31,1,4,12,12,24.11,0,0,8,627,20.5636,0:01:58,0.182
2019-10-29,1.4473,427,5.9,8336,4,2,83.33,2,5,11,10,29.89,0,0,6,618,25.1189,0:02:26,0.195
2019-10-30,1.5561,401,6.48,8242,3,0,92.31,1,2,8,12,25.08,0,0,6,624,21.7493,0:02:05,0.281
2019-10-31,1.5022,456,6.75,8448,1,1,100,0,10,10,12,26.61,0,0,0,685,25.2842,0:02:12,0.253
2019-11-01,1.443,465,6.18,8916,2,5,100,0,11,5,7,22.47,0,0,-6,671,21.1497,0:01:53,0.14
2019-11-02,1.4146,492,6.3,9160,0,4,80,1,9,15,4,27.23,0,0,6,696,26.6397,0:02:17,0.213
2019-11-03,1.6169,449,5.92,9977,0,1,89.47,2,5,10,17,24.3,0,0,5,726,26.2047,0:02:09,0.279
2019-11-04,1.449,412,6.14,7764,0,0,93.75,1,6,6,15,21.54,0,0,0,597,18.4326,0:01:51,0.162
2019-11-05,1.4107,392,6.24,7338,3,0,100,0,2,13,14,24.26,0,0,11,553,19.0542,0:02:04,0.216
2019-11-06,1.586,401,6.31,7831,1,2,100,0,7,6,2,25.02,0,0,-1,636,23.3996,0:02:12,0.173
2019-11-07,1.3509,399,5.93,7467,3,1,100,0,8,11,10,22.98,0,0,3,539,17.5735,0:01:57,0.156
2019-11-08,1.3516,475,6.44,8460,1,4,86.67,2,5,10,13,24.48,0,0,5,642,20.9152,0:01:57,0.232
2019-11-09,1.5598,493,6.27,9823,0,3,100,0,4,10,13,22.18,0,0,6,769,23.4651,0:01:49,0.563
2019-11-10,1.407,484,6.05,9707,0,0,100,0,6,12,19,23.45,0,0,6,681,22.1356,0:01:57,0.328
2019-11-11,1.4735,490,6.16,9626,2,1,100,0,4,17,25,26.84,0,0,13,722,27.5696,0:02:17,0.244
2019-11-12,1.4175,491,6.62,8900,1,1,100,0,3,10,13,23.52,0,0,7,696,22.4569,0:01:56,0.163
2019-11-13,1.3929,364,5.79,7249,3,2,100,0,3,7,6,25.01,0,0,4,507,17.5928,0:02:04,0.391
2019-11-14,1.4627,415,6.26,7401,1,1,100,0,3,11,17,23.88,0,0,8,607,21.0427,0:02:04,0.296
2019-11-15,1.536,431,6.28,8589,0,2,100,0,3,10,7,23.59,0,0,7,662,21.9036,0:01:59,0.177
2019-11-16,1.4505,455,6.42,8738,1,2,100,0,5,9,16,24.25,0,0,4,660,22.6374,0:02:03,0.326
2019-11-17,1.4925,398,5.78,8421,1,3,100,0,5,17,17,27.66,0,0,12,594,22.5245,0:02:16,0.262
2019-11-18,1.3592,373,5.85,7242,2,1,91.67,1,5,7,11,21.95,0,0,2,507,15.2179,0:01:48,0.175
2019-11-19,1.4029,412,6.29,7708,0,4,100,0,2,8,14,24.44,0,0,6,578,20.4651,0:02:07,0.322
2019-11-20,1.4372,398,6.24,7403,1,1,100,0,5,14,20,22.81,0,0,9,572,18.5665,0:01:56,0.103
2019-11-21,1.3692,428,6.36,7307,0,5,92.86,1,4,8,13,25.54,0,0,4,586,20.7821,0:02:07,0.197
2019-11-22,1.5183,409,6.3,8037,4,0,93.75,1,1,5,15,26.45,0,0,4,621,23.1593,0:02:14,0.293
2019-11-23,1.2693,505,6.18,8365,0,2,100,0,7,8,5,23.49,0,0,1,641,19.5216,0:01:49,0.251
2019-11-24,1.4142,466,5.82,8809,2,3,100,0,9,8,18,24.25,0,0,-1,659,21.7038,0:01:58,0.257
2019-11-25,1.3796,461,5.93,8615,2,1,100,0,5,9,9,23.33,0,0,4,636,21.2075,0:02:00,0.268
2019-11-26,1.3371,448,5.28,8877,4,2,100,0,6,12,14,21,0,0,6,599,17.6484,0:01:46,0.327
2019-11-27,1.4167,468,5.88,9206,1,0,85.71,2,0,3,12,27.18,0,0,3,663,24.3525,0:02:12,0.555
2019-11-28,1.3237,448,5.65,8791,1,2,83.33,2,3,6,10,23.73,0,0,3,593,18.1456,0:01:50,0.153
2019-11-29,1.3222,360,5.16,7467,2,1,91.67,1,7,7,11,23.9,0,0,0,476,15.6104,0:01:58,0.13
2019-11-30,1.3753,421,5.73,8078,1,0,80,1,7,8,4,21.04,0,0,1,579,16.526,0:01:42,0.131
2019-12-01,1.4206,428,5.97,8810,2,0,90,1,5,14,9,26.03,0,0,9,608,21.0277,0:02:04,0.296
2019-12-02,1.4706,408,6.6,7545,1,0,100,0,4,12,12,21.66,0,0,8,600,17.8464,0:01:47,0.331
2019-12-03,1.4029,350,5.95,7024,0,0,100,0,7,8,11,23.59,0,0,1,491,16.3818,0:02:00,0.268
2019-12-04,1.2065,368,5.93,6171,1,0,100,0,8,8,7,21.66,0,0,0,444,13.7267,0:01:51,0.213
2019-12-05,1.3859,355,6.54,6411,2,2,90,1,4,10,9,22.85,0,0,6,492,15.9388,0:01:56,0.228
2019-12-06,1.3554,332,5.45,6494,1,0,100,0,7,7,8,25.05,0,0,0,450,15.7762,0:02:06,0.239
2019-12-07,1.4939,409,6.62,7503,3,0,100,0,7,11,12,25.51,0,0,4,611,22.7099,0:02:13,0.176
2019-12-08,1.2826,322,5.75,5908,1,2,100,0,0,10,9,27.28,0,0,10,413,15.5408,0:02:15,0.182
2019-12-09,1.3616,354,6.12,6749,4,2,100,0,10,13,8,23.46,0,0,3,482,16.7355,0:02:04,0.201
2019-12-10,1.4273,337,5.89,6464,3,1,100,0,6,6,12,21.01,0,0,0,481,15.7466,0:01:57,0.396
2019-12-11,1.3973,297,5.82,5966,1,1,100,0,6,6,15,21.33,0,0,0,415,12.6125,0:01:49,0.207
2019-12-12,1.4594,394,6.42,7176,0,0,100,0,4,10,10,22.36,0,0,6,575,19.6809,0:02:03,0.212
2019-12-13,1.3766,316,5.47,6614,1,0,100,0,3,6,5,21.02,0,0,3,435,14.1674,0:01:57,0.091
2019-12-14,1.5956,361,6.47,6959,0,3,87.5,1,5,12,7,22.81,0,0,7,576,19.5103,0:02:01,0.353
2019-12-15,1.4073,383,6.42,7045,0,2,100,0,6,12,9,21.89,0,0,6,539,17.0444,0:01:53,0.312
2019-12-16,1.2833,360,6.01,6437,1,1,100,0,4,9,25,24.4,0,0,5,462,15.7795,0:02:02,0.159
2019-12-17,1.3839,461,6.41,7975,3,1,100,0,9,19,21,27.38,0,0,10,638,26.1364,0:02:27,0.173
2019-12-18,1.3033,422,5.97,7465,0,4,100,0,6,9,17,25.87,0,0,3,550,19.9205,0:02:10,0.166
2019-12-19,1.4677,372,5.92,7113,2,1,100,0,7,6,11,24.9,0,0,-1,546,20.3394,0:02:14,0.165
2019-12-20,1.4675,385,6,7622,2,0,77.78,2,6,3,7,23.15,0,0,-3,565,19.1583,0:02:02,0.224
2019-12-21,1.6223,376,6.06,7439,1,8,100,0,8,4,13,21.35,0,0,-4,610,20.9337,0:02:03,0.322
2019-12-22,1.5186,403,6.78,7451,1,1,100,0,5,15,16,23.47,0,0,10,612,21.4721,0:02:06,0.278
2019-12-23,1.2938,422,6.31,7512,0,1,92.31,1,3,12,12,22.35,0,0,9,546,17.4512,0:01:55,0.191
2019-12-24,1.4256,336,5.75,6829,0,0,100,0,9,9,6,24.07,0,0,0,479,17.0596,0:02:08,0.211
2019-12-25,1.3841,328,5.65,6724,1,0,100,0,4,15,1,18.46,0,0,11,454,13.1259,0:01:44,0.198
2019-12-26,1.4755,387,5.88,7671,0,5,100,0,4,14,11,19.87,0,0,10,571,17.7762,0:01:52,0.16
2019-12-27,1.4021,378,5.86,7301,2,0,100,0,7,14,13,20.9,0,0,7,530,17.409,0:01:58,0.3
2019-12-28,1.4816,407,6.43,7698,1,2,90,1,5,13,9,23.91,0,0,8,603,21.5469,0:02:08,0.275
2019-12-29,1.4973,366,5.88,7501,0,0,100,0,8,11,20,23.15,0,0,3,548,20.9962,0:02:17,0.185
2019-12-30,1.4191,377,6.11,6690,1,0,100,0,2,8,18,23.84,0,0,6,535,18.7334,0:02:06,0.222
2019-12-31,1.4294,326,5.69,6237,2,9,100,0,7,3,12,22.15,0,0,-4,466,15.9874,0:02:03,0.224
2020-01-01,1.546,359,5.69,7275,5,2,100,0,11,6,12,20.42,0,0,-5,555,17.9359,0:01:56,0.123
2020-01-02,1.4785,441,6.24,8259,0,2,100,0,6,10,8,18.52,0,0,4,652,18.4861,0:01:42,0.11
2020-01-03,1.4279,437,6.69,7949,1,0,100,0,9,8,12,20.3,0,0,-1,624,19.0672,0:01:50,0.118
2020-01-04,1.5357,448,6.53,8542,0,7,92.86,1,6,18,13,22.45,0,0,12,688,23.1587,0:02:01,0.185
2020-01-05,1.5283,441,6.59,8603,1,4,100,0,10,11,12,18.78,0,0,1,674,19.3832,0:01:43,0.113
2020-01-06,1.5049,408,6.73,7336,2,1,100,0,1,12,14,22.67,0,0,11,614,21.7088,0:02:07,0.07
2020-01-07,1.4975,402,6.66,7592,3,2,93.75,1,6,14,15,23.35,0,0,8,602,20.6437,0:02:03,0.153
2020-01-08,1.5103,390,6.32,7203,2,0,100,0,4,6,20,22.61,0,0,2,589,20.4227,0:02:04,0.075
2020-01-09,1.5246,345,6.14,6861,1,3,100,0,4,6,9,21.45,0,0,2,526,17.4143,0:01:59,0.161
2020-01-10,1.5,310,5.83,6515,0,3,93.33,1,5,3,14,23.65,0,0,-2,465,16.6785,0:02:09,0.076
2020-01-11,1.4923,392,6.11,7975,1,1,100,0,2,10,23,23.46,0,0,8,585,20.2879,0:02:04,0.15
2020-01-12,1.6129,341,6.37,7284,2,0,100,0,4,5,15,22,0,0,1,550,19.5985,0:02:08,0.147
2020-01-13,1.5179,336,6.47,6819,1,2,85.71,1,3,9,6,23.59,0,0,6,510,18.5183,0:02:10,0.109
2020-01-14,1.4029,350,5.92,6668,1,0,92.31,1,5,9,12,22.72,0,0,4,491,17.4966,0:02:08,0.214
2020-01-15,1.4525,400,6.98,6973,0,1,95.65,1,0,10,22,22.91,0,0,10,581,19.5737,0:02:01,0.1
2020-01-16,1.5024,414,7.09,7463,1,3,100,0,8,8,8,21.31,0,0,0,622,20.2615,0:01:57,0.134
2020-01-17,1.4332,307,5.68,6444,0,0,100,0,6,11,8,22.97,0,0,5,440,15.8393,0:02:09,0.144
2020-01-18,1.4444,351,5.64,7504,2,2,100,0,9,8,7,24.03,0,0,-1,507,17.8476,0:02:06,0.106
2020-01-19,1.393,341,5.88,6703,0,5,100,0,2,3,9,22.77,0,0,1,475,15.9744,0:02:01,0.134
2020-01-20,1.4634,328,6.29,6156,1,2,100,0,4,9,16,25.33,0,0,5,480,18.8545,0:02:21,0.444
2020-01-21,1.4338,325,5.76,6545,1,0,100,0,6,6,7,22.7,0,0,0,466,16.3751,0:02:06,0.092
2020-01-22,1.4532,331,6.72,5969,0,0,92.31,1,1,5,12,24.41,0,0,4,481,17.7372,0:02:12,0.172
2020-01-23,1.4972,358,6.67,6656,1,2,100,0,6,9,9,21.82,0,0,3,536,18.074,0:02:01,0.165
2020-01-24,1.3323,322,6.28,5588,0,1,83.33,1,4,7,5,20.4,0,0,3,429,12.6614,0:01:46,0.069
2020-01-25,1.5913,323,6.01,6974,2,3,100,0,5,7,3,24.1,0,0,2,514,19.6556,0:02:17,0.187
2020-01-26,1.4017,346,6.4,6333,2,1,93.33,1,7,10,14,22.44,0,0,3,485,16.5889,0:02:03,0.133
2020-01-27,1.5413,351,6.62,6370,0,0,100,0,5,18,2,20.85,0,0,13,541,17.3466,0:01:55,0.102
2020-01-28,1.408,299,6.2,5352,0,1,100,0,2,1,11,17.87,0,0,-1,421,12.2403,0:01:44,0.077
2020-01-29,1.5417,288,6.17,5834,0,1,100,0,8,5,18,19.54,0,0,-3,444,13.1026,0:01:46,0.112
2020-01-30,1.5736,265,6.44,5105,2,0,100,0,11,7,5,20.04,0,0,-4,417,13.1985,0:01:53,0.182
2020-01-31,1.4784,301,6.67,5307,1,2,100,0,2,8,8,20.92,0,0,6,445,14.0711,0:01:53,0.186
2020-02-01,1.3094,307,5.92,5742,0,0,100,0,1,6,9,20.82,0,0,5,402,11.3068,0:01:41,0.05
2020-02-02,1.4662,296,5.76,6247,0,1,100,0,8,7,7,21.28,0,0,-1,434,13.4183,0:01:51,0.097
2020-02-03,1.4479,259,5.66,5686,2,0,100,0,8,7,13,23.1,0,0,-1,375,13.1512,0:02:06,0.097
2020-02-04,1.4256,289,6.14,5472,0,2,100,0,7,11,11,22.03,0,0,4,412,13.427,0:01:57,0.139
2020-02-05,1.5126,277,6,5836,0,0,100,0,5,6,6,21.48,0,0,1,419,14.2401,0:02:02,0.137
2020-02-06,1.4919,307,6.51,5716,0,1,93.33,1,2,9,14,20.71,0,0,7,458,15.3478,0:02:00,0.103
2020-02-07,1.5836,365,7.01,6786,3,3,100,0,10,10,6,25.18,0,0,0,578,21.941,0:02:16,0.132
2020-02-08,1.4135,399,6.43,7071,1,1,100,0,10,18,11,18.75,0,0,8,564,15.783,0:01:40,0.079
2020-02-09,1.4943,263,5.47,5832,0,0,100,0,4,10,15,21.71,0,0,6,393,13.0987,0:01:59,0.056
2020-02-10,1.4631,298,6.26,5765,0,4,100,0,2,8,6,19.62,0,0,6,436,13.3439,0:01:50,0.166
2020-02-11,1.4033,305,6.21,5391,1,1,100,0,3,10,11,22.34,0,0,7,428,14.9609,0:02:05,0.081
2020-02-12,1.6071,336,6.59,6295,1,2,100,0,4,5,22,23.59,0,0,1,540,20.3578,0:02:15,0.177
2020-02-13,1.3672,305,5.81,5744,2,1,100,0,1,7,8,20.59,0,0,6,417,12.5857,0:01:48,0.094
2020-02-14,1.3481,270,5.76,5124,0,1,100,0,6,3,11,22.64,0,0,-3,364,12.1166,0:01:59,0.087
2020-02-15,1.5078,319,5.95,6523,0,1,83.33,1,9,8,5,19.55,0,0,-1,481,13.9448,0:01:44,0.107
2020-02-16,1.5071,353,7.13,6349,2,0,90,1,5,10,9,21.77,0,0,5,532,18.0929,0:02:02,0.271
2020-02-17,1.544,364,6.78,6623,0,2,100,0,2,11,17,22.81,0,0,9,562,19.392,0:02:04,0.169
2020-02-18,1.3684,304,5.81,5849,1,2,100,0,5,9,3,21.18,0,0,4,416,13.1492,0:01:53,0.153
2020-02-19,1.4257,303,6.22,5928,2,5,81.82,2,4,6,9,22.76,0,0,2,432,14.16,0:01:58,0.131
2020-02-20,1.3619,362,6.29,6660,0,0,100,0,3,11,16,26,0,0,8,493,18.7629,0:02:17,0.177
2020-02-21,1.5,360,5.98,7154,1,2,100,0,8,13,13,23.76,0,0,5,540,19.8462,0:02:12,0.144
2020-02-22,1.4911,393,6.79,6852,1,2,92.86,1,11,13,13,21.81,0,0,2,586,20.0876,0:02:03,0.158
2020-02-23,1.5365,384,7.32,6803,0,0,100,0,5,9,13,19.91,0,0,4,590,17.791,0:01:48,0.165
2020-02-24,1.5627,327,6.43,6745,1,1,100,0,5,6,17,21.08,0,0,1,511,17.1071,0:02:00,0.113
2020-02-25,1.5881,352,6.25,7183,1,8,100,0,6,15,8,23.05,0,0,9,559,20.7664,0:02:13,0.141
2020-02-26,1.5916,333,6.4,6627,0,0,100,0,5,16,14,24.56,0,0,11,530,20.3339,0:02:18,0.206
2020-02-27,1.4485,359,6.31,6693,0,0,92.31,1,14,13,12,22.35,0,0,-1,520,18.1207,0:02:05,0.12
2020-02-28,1.6205,332,6.12,6947,5,11,87.5,1,6,12,7,22.78,0,0,6,538,18.0896,0:02:01,0.059
2020-02-29,1.5075,333,5.85,6798,2,1,100,0,7,9,8,21.86,0,0,2,502,16.9463,0:02:01,0.135
2020-03-01,1.6288,326,6.43,6715,0,1,95.24,1,6,9,20,25.76,0,0,3,531,21.5415,0:02:26,0.1
